200408 190408.410|CONFIG|Thread-2|setFileHandlers|Now logging to C:\Users\Do Hung Anh\Desktop\CacMonHoc\CauTrucDuLieuVaGiaiThuat\Contest\pc2Client\bin\logs directory.
200605 170825.505|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #6 TEAM1 @ site 1 -> SERVER0 @ site 1
200605 170825.944|INFO|Thread-16|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #15254 SERVER0 @ site 1 -> TEAM1 @ site 1
200605 170825.944|INFO|Thread-16|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #15254, o#15254 ) recieveObject
200605 170825.944|INFO|Thread-16|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-7742730052865732441)
200605 170825.944|INFO|Thread-16|dumpPacket|    To: TEAM1 @ site 1
200605 170825.959|INFO|Thread-16|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 1731 QUEUED_FOR_COMPUTER_JUDGEMENT 1747 min 104829912ms from TEAM1 @ site 1 id Run--2877439102809542149 problem CONTEST_9_-_BAI_19--1228389444930997670 lang C/C++-4702304384025664524
200605 170825.959|INFO|Thread-16|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #15254 SERVER0 @ site 1 -> TEAM1 @ site 1
200605 170825.959|INFO|Thread-16|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #15254, o#15254 ) handlePacket
200605 170825.959|INFO|Thread-16|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-7742730052865732441)
200605 170825.959|INFO|Thread-16|dumpPacket|    To: TEAM1 @ site 1
200605 170825.959|INFO|Thread-16|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 1731 QUEUED_FOR_COMPUTER_JUDGEMENT 1747 min 104829912ms from TEAM1 @ site 1 id Run--2877439102809542149 problem CONTEST_9_-_BAI_19--1228389444930997670 lang C/C++-4702304384025664524
200605 170826.553|INFO|Thread-16|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #15254 SERVER0 @ site 1 -> TEAM1 @ site 1
200605 170830.858|INFO|Thread-17|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #15270 SERVER0 @ site 1 -> TEAM1 @ site 1
200605 170830.858|INFO|Thread-17|dumpPacket|Packet RUN_JUDGEMENT (Seq #15270, o#15270 ) recieveObject
200605 170830.858|INFO|Thread-17|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-7742730052865732441)
200605 170830.858|INFO|Thread-17|dumpPacket|    To: TEAM1 @ site 1
200605 170830.858|INFO|Thread-17|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No_-_Time_Limit_Exceeded-6874310747581745616 id JudgementRecord--2761440271143455083
200605 170830.858|INFO|Thread-17|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 1731 JUDGED 1747 min 104829912ms from TEAM1 @ site 1 id Run--2877439102809542149 problem CONTEST_9_-_BAI_19--1228389444930997670 lang C/C++-4702304384025664524
200605 170830.858|INFO|Thread-17|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200605 170830.858|INFO|Thread-17|info|handlePacket start Packet[RUN_JUDGEMENT] #15270 SERVER0 @ site 1 -> TEAM1 @ site 1
200605 170830.858|INFO|Thread-17|dumpPacket|Packet RUN_JUDGEMENT (Seq #15270, o#15270 ) handlePacket
200605 170830.858|INFO|Thread-17|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-7742730052865732441)
200605 170830.858|INFO|Thread-17|dumpPacket|    To: TEAM1 @ site 1
200605 170830.858|INFO|Thread-17|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No_-_Time_Limit_Exceeded-6874310747581745616 id JudgementRecord--2761440271143455083
200605 170830.858|INFO|Thread-17|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 1731 JUDGED 1747 min 104829912ms from TEAM1 @ site 1 id Run--2877439102809542149 problem CONTEST_9_-_BAI_19--1228389444930997670 lang C/C++-4702304384025664524
200605 170830.858|INFO|Thread-17|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200605 170832.400|INFO|Thread-17|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 1731 JUDGED 1747 min 104829912ms from TEAM1 @ site 1 id Run--2877439102809542149 problem CONTEST_9_-_BAI_19--1228389444930997670 lang C/C++-4702304384025664524; runFiles=null
200605 170832.400|INFO|Thread-17|runChanged|Event not for me: sent to null but my ID is TEAM1 @ site 1
200605 170832.400|INFO|Thread-17|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #15270 SERVER0 @ site 1 -> TEAM1 @ site 1
200605 171734.036|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for CONTEST 9 - BAI 19 C/C++ file: C:\Users\Do Hung Anh\Desktop\democt9\19.cpp
200605 171734.051|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #7 TEAM1 @ site 1 -> SERVER0 @ site 1
200605 171734.051|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #7 TEAM1 @ site 1 -> SERVER0 @ site 1
200605 171734.411|INFO|Thread-19|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #15469 SERVER0 @ site 1 -> TEAM1 @ site 1
200605 171734.411|INFO|Thread-19|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #15469, o#15469 ) recieveObject
200605 171734.411|INFO|Thread-19|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-7742730052865732441)
200605 171734.411|INFO|Thread-19|dumpPacket|    To: TEAM1 @ site 1
200605 171734.411|INFO|Thread-19|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 1758 QUEUED_FOR_COMPUTER_JUDGEMENT 1756 min 105378450ms from TEAM1 @ site 1 id Run--7703066885848312470 problem CONTEST_9_-_BAI_19--1228389444930997670 lang C/C++-4702304384025664524
200605 171734.411|INFO|Thread-19|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #15469 SERVER0 @ site 1 -> TEAM1 @ site 1
200605 171734.426|INFO|Thread-19|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #15469, o#15469 ) handlePacket
200605 171734.426|INFO|Thread-19|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-7742730052865732441)
200605 171734.426|INFO|Thread-19|dumpPacket|    To: TEAM1 @ site 1
200605 171734.426|INFO|Thread-19|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 1758 QUEUED_FOR_COMPUTER_JUDGEMENT 1756 min 105378450ms from TEAM1 @ site 1 id Run--7703066885848312470 problem CONTEST_9_-_BAI_19--1228389444930997670 lang C/C++-4702304384025664524
200605 171735.199|INFO|Thread-19|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #15469 SERVER0 @ site 1 -> TEAM1 @ site 1
200605 171739.084|INFO|Thread-20|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #15475 SERVER0 @ site 1 -> TEAM1 @ site 1
200605 171739.084|INFO|Thread-20|dumpPacket|Packet RUN_JUDGEMENT (Seq #15475, o#15475 ) recieveObject
200605 171739.084|INFO|Thread-20|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-7742730052865732441)
200605 171739.084|INFO|Thread-20|dumpPacket|    To: TEAM1 @ site 1
200605 171739.084|INFO|Thread-20|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No_-_Time_Limit_Exceeded-6874310747581745616 id JudgementRecord-7752281403717447671
200605 171739.084|INFO|Thread-20|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 1758 JUDGED 1756 min 105378450ms from TEAM1 @ site 1 id Run--7703066885848312470 problem CONTEST_9_-_BAI_19--1228389444930997670 lang C/C++-4702304384025664524
200605 171739.084|INFO|Thread-20|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200605 171739.084|INFO|Thread-20|info|handlePacket start Packet[RUN_JUDGEMENT] #15475 SERVER0 @ site 1 -> TEAM1 @ site 1
200605 171739.084|INFO|Thread-20|dumpPacket|Packet RUN_JUDGEMENT (Seq #15475, o#15475 ) handlePacket
200605 171739.084|INFO|Thread-20|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-7742730052865732441)
200605 171739.115|INFO|Thread-20|dumpPacket|    To: TEAM1 @ site 1
200605 171739.115|INFO|Thread-20|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No_-_Time_Limit_Exceeded-6874310747581745616 id JudgementRecord-7752281403717447671
200605 171739.115|INFO|Thread-20|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 1758 JUDGED 1756 min 105378450ms from TEAM1 @ site 1 id Run--7703066885848312470 problem CONTEST_9_-_BAI_19--1228389444930997670 lang C/C++-4702304384025664524
200605 171739.115|INFO|Thread-20|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200605 171740.937|INFO|Thread-20|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 1758 JUDGED 1756 min 105378450ms from TEAM1 @ site 1 id Run--7703066885848312470 problem CONTEST_9_-_BAI_19--1228389444930997670 lang C/C++-4702304384025664524; runFiles=null
200605 171740.937|INFO|Thread-20|runChanged|Event not for me: sent to null but my ID is TEAM1 @ site 1
200605 171740.937|INFO|Thread-20|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #15475 SERVER0 @ site 1 -> TEAM1 @ site 1
200605 172114.873|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for CONTEST 9 - BAI 6 C/C++ file: C:\Users\Do Hung Anh\Desktop\Rac\6_DFS_do_thi_VO_HUONG.cpp
200605 172114.873|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #8 TEAM1 @ site 1 -> SERVER0 @ site 1
200605 172114.873|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #8 TEAM1 @ site 1 -> SERVER0 @ site 1
200605 172115.499|INFO|Thread-22|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #15536 SERVER0 @ site 1 -> TEAM1 @ site 1
200605 172115.499|INFO|Thread-22|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #15536, o#15536 ) recieveObject
200605 172115.499|INFO|Thread-22|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-7742730052865732441)
200605 172115.499|INFO|Thread-22|dumpPacket|    To: TEAM1 @ site 1
200605 172115.499|INFO|Thread-22|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 1766 QUEUED_FOR_COMPUTER_JUDGEMENT 1759 min 105599270ms from TEAM1 @ site 1 id Run--8952376371948731978 problem CONTEST_9_-_BAI_6-2494140321452066692 lang C/C++-4702304384025664524
200605 172115.499|INFO|Thread-22|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #15536 SERVER0 @ site 1 -> TEAM1 @ site 1
200605 172115.499|INFO|Thread-22|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #15536, o#15536 ) handlePacket
200605 172115.499|INFO|Thread-22|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-7742730052865732441)
200605 172115.499|INFO|Thread-22|dumpPacket|    To: TEAM1 @ site 1
200605 172115.515|INFO|Thread-22|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 1766 QUEUED_FOR_COMPUTER_JUDGEMENT 1759 min 105599270ms from TEAM1 @ site 1 id Run--8952376371948731978 problem CONTEST_9_-_BAI_6-2494140321452066692 lang C/C++-4702304384025664524
200605 172116.665|INFO|Thread-22|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #15536 SERVER0 @ site 1 -> TEAM1 @ site 1
200605 172118.229|INFO|Thread-23|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #15542 SERVER0 @ site 1 -> TEAM1 @ site 1
200605 172118.230|INFO|Thread-23|dumpPacket|Packet RUN_JUDGEMENT (Seq #15542, o#15542 ) recieveObject
200605 172118.231|INFO|Thread-23|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-7742730052865732441)
200605 172118.232|INFO|Thread-23|dumpPacket|    To: TEAM1 @ site 1
200605 172118.232|INFO|Thread-23|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No_-_Wrong_Answer--6671434992231439350 id JudgementRecord--4831775557374820504
200605 172118.233|INFO|Thread-23|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 1766 JUDGED 1759 min 105599270ms from TEAM1 @ site 1 id Run--8952376371948731978 problem CONTEST_9_-_BAI_6-2494140321452066692 lang C/C++-4702304384025664524
200605 172118.234|INFO|Thread-23|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200605 172118.234|INFO|Thread-23|info|handlePacket start Packet[RUN_JUDGEMENT] #15542 SERVER0 @ site 1 -> TEAM1 @ site 1
200605 172118.235|INFO|Thread-23|dumpPacket|Packet RUN_JUDGEMENT (Seq #15542, o#15542 ) handlePacket
200605 172118.236|INFO|Thread-23|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-7742730052865732441)
200605 172118.237|INFO|Thread-23|dumpPacket|    To: TEAM1 @ site 1
200605 172118.237|INFO|Thread-23|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No_-_Wrong_Answer--6671434992231439350 id JudgementRecord--4831775557374820504
200605 172118.238|INFO|Thread-23|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 1766 JUDGED 1759 min 105599270ms from TEAM1 @ site 1 id Run--8952376371948731978 problem CONTEST_9_-_BAI_6-2494140321452066692 lang C/C++-4702304384025664524
200605 172118.239|INFO|Thread-23|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200605 172120.022|INFO|Thread-23|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 1766 JUDGED 1759 min 105599270ms from TEAM1 @ site 1 id Run--8952376371948731978 problem CONTEST_9_-_BAI_6-2494140321452066692 lang C/C++-4702304384025664524; runFiles=null
200605 172120.022|INFO|Thread-23|runChanged|Event not for me: sent to null but my ID is TEAM1 @ site 1
200605 172120.023|INFO|Thread-23|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #15542 SERVER0 @ site 1 -> TEAM1 @ site 1
200605 173641.824|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for CONTEST 9 - BAI 19 C/C++ file: C:\Users\Do Hung Anh\Desktop\democt9\19.cpp
200605 173641.840|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #9 TEAM1 @ site 1 -> SERVER0 @ site 1
200605 173641.840|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #9 TEAM1 @ site 1 -> SERVER0 @ site 1
200605 173642.232|INFO|Thread-25|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #15755 SERVER0 @ site 1 -> TEAM1 @ site 1
200605 173642.232|INFO|Thread-25|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #15755, o#15755 ) recieveObject
200605 173642.232|INFO|Thread-25|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-7742730052865732441)
200605 173642.232|INFO|Thread-25|dumpPacket|    To: TEAM1 @ site 1
200605 173642.232|INFO|Thread-25|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 1791 QUEUED_FOR_COMPUTER_JUDGEMENT 1775 min 106526237ms from TEAM1 @ site 1 id Run-6241481116586963133 problem CONTEST_9_-_BAI_19--1228389444930997670 lang C/C++-4702304384025664524
200605 173642.232|INFO|Thread-25|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #15755 SERVER0 @ site 1 -> TEAM1 @ site 1
200605 173642.232|INFO|Thread-25|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #15755, o#15755 ) handlePacket
200605 173642.232|INFO|Thread-25|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-7742730052865732441)
200605 173642.232|INFO|Thread-25|dumpPacket|    To: TEAM1 @ site 1
200605 173642.248|INFO|Thread-25|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 1791 QUEUED_FOR_COMPUTER_JUDGEMENT 1775 min 106526237ms from TEAM1 @ site 1 id Run-6241481116586963133 problem CONTEST_9_-_BAI_19--1228389444930997670 lang C/C++-4702304384025664524
200605 173642.911|INFO|Thread-25|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #15755 SERVER0 @ site 1 -> TEAM1 @ site 1
200605 173646.982|INFO|Thread-26|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #15759 SERVER0 @ site 1 -> TEAM1 @ site 1
200605 173646.982|INFO|Thread-26|dumpPacket|Packet RUN_JUDGEMENT (Seq #15759, o#15759 ) recieveObject
200605 173646.982|INFO|Thread-26|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-7742730052865732441)
200605 173646.982|INFO|Thread-26|dumpPacket|    To: TEAM1 @ site 1
200605 173646.998|INFO|Thread-26|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No_-_Time_Limit_Exceeded-6874310747581745616 id JudgementRecord-4454033039393178109
200605 173646.998|INFO|Thread-26|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 1791 JUDGED 1775 min 106526237ms from TEAM1 @ site 1 id Run-6241481116586963133 problem CONTEST_9_-_BAI_19--1228389444930997670 lang C/C++-4702304384025664524
200605 173646.998|INFO|Thread-26|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200605 173646.998|INFO|Thread-26|info|handlePacket start Packet[RUN_JUDGEMENT] #15759 SERVER0 @ site 1 -> TEAM1 @ site 1
200605 173646.998|INFO|Thread-26|dumpPacket|Packet RUN_JUDGEMENT (Seq #15759, o#15759 ) handlePacket
200605 173646.998|INFO|Thread-26|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-7742730052865732441)
200605 173646.998|INFO|Thread-26|dumpPacket|    To: TEAM1 @ site 1
200605 173646.998|INFO|Thread-26|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No_-_Time_Limit_Exceeded-6874310747581745616 id JudgementRecord-4454033039393178109
200605 173646.998|INFO|Thread-26|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 1791 JUDGED 1775 min 106526237ms from TEAM1 @ site 1 id Run-6241481116586963133 problem CONTEST_9_-_BAI_19--1228389444930997670 lang C/C++-4702304384025664524
200605 173646.998|INFO|Thread-26|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200605 173648.450|INFO|Thread-26|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 1791 JUDGED 1775 min 106526237ms from TEAM1 @ site 1 id Run-6241481116586963133 problem CONTEST_9_-_BAI_19--1228389444930997670 lang C/C++-4702304384025664524; runFiles=null
200605 173648.450|INFO|Thread-26|runChanged|Event not for me: sent to null but my ID is TEAM1 @ site 1
200605 173648.450|INFO|Thread-26|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #15759 SERVER0 @ site 1 -> TEAM1 @ site 1
200605 173733.034|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for CONTEST 9 - BAI 19 C/C++ file: C:\Users\Do Hung Anh\Desktop\democt9\19.cpp
200605 173733.034|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #10 TEAM1 @ site 1 -> SERVER0 @ site 1
200605 173733.034|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #10 TEAM1 @ site 1 -> SERVER0 @ site 1
200605 173733.682|INFO|Thread-28|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #15781 SERVER0 @ site 1 -> TEAM1 @ site 1
200605 173733.682|INFO|Thread-28|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #15781, o#15781 ) recieveObject
200605 173733.682|INFO|Thread-28|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-7742730052865732441)
200605 173733.682|INFO|Thread-28|dumpPacket|    To: TEAM1 @ site 1
200605 173733.682|INFO|Thread-28|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 1795 QUEUED_FOR_COMPUTER_JUDGEMENT 1776 min 106577421ms from TEAM1 @ site 1 id Run--6789409133839565422 problem CONTEST_9_-_BAI_19--1228389444930997670 lang C/C++-4702304384025664524
200605 173733.682|INFO|Thread-28|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #15781 SERVER0 @ site 1 -> TEAM1 @ site 1
200605 173733.682|INFO|Thread-28|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #15781, o#15781 ) handlePacket
200605 173733.682|INFO|Thread-28|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-7742730052865732441)
200605 173733.682|INFO|Thread-28|dumpPacket|    To: TEAM1 @ site 1
200605 173733.697|INFO|Thread-28|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 1795 QUEUED_FOR_COMPUTER_JUDGEMENT 1776 min 106577421ms from TEAM1 @ site 1 id Run--6789409133839565422 problem CONTEST_9_-_BAI_19--1228389444930997670 lang C/C++-4702304384025664524
200605 173734.186|INFO|Thread-28|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #15781 SERVER0 @ site 1 -> TEAM1 @ site 1
200605 173737.678|INFO|Thread-29|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #15785 SERVER0 @ site 1 -> TEAM1 @ site 1
200605 173737.678|INFO|Thread-29|dumpPacket|Packet RUN_JUDGEMENT (Seq #15785, o#15785 ) recieveObject
200605 173737.678|INFO|Thread-29|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-7742730052865732441)
200605 173737.678|INFO|Thread-29|dumpPacket|    To: TEAM1 @ site 1
200605 173737.678|INFO|Thread-29|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE2 @ site 1 judgement No_-_Time_Limit_Exceeded-6874310747581745616 id JudgementRecord--8256591122307530901
200605 173737.678|INFO|Thread-29|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 1795 JUDGED 1776 min 106577421ms from TEAM1 @ site 1 id Run--6789409133839565422 problem CONTEST_9_-_BAI_19--1228389444930997670 lang C/C++-4702304384025664524
200605 173737.678|INFO|Thread-29|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200605 173737.678|INFO|Thread-29|info|handlePacket start Packet[RUN_JUDGEMENT] #15785 SERVER0 @ site 1 -> TEAM1 @ site 1
200605 173737.678|INFO|Thread-29|dumpPacket|Packet RUN_JUDGEMENT (Seq #15785, o#15785 ) handlePacket
200605 173737.678|INFO|Thread-29|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-CNPM @ 10.170.100.147) (Contest Id: Default-7742730052865732441)
200605 173737.678|INFO|Thread-29|dumpPacket|    To: TEAM1 @ site 1
200605 173737.678|INFO|Thread-29|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE2 @ site 1 judgement No_-_Time_Limit_Exceeded-6874310747581745616 id JudgementRecord--8256591122307530901
200605 173737.678|INFO|Thread-29|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 1795 JUDGED 1776 min 106577421ms from TEAM1 @ site 1 id Run--6789409133839565422 problem CONTEST_9_-_BAI_19--1228389444930997670 lang C/C++-4702304384025664524
200605 173737.678|INFO|Thread-29|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200605 173739.087|INFO|Thread-29|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 1795 JUDGED 1776 min 106577421ms from TEAM1 @ site 1 id Run--6789409133839565422 problem CONTEST_9_-_BAI_19--1228389444930997670 lang C/C++-4702304384025664524; runFiles=null
200605 173739.087|INFO|Thread-29|runChanged|Event not for me: sent to null but my ID is TEAM1 @ site 1
200605 173739.087|INFO|Thread-29|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #15785 SERVER0 @ site 1 -> TEAM1 @ site 1
200605 173839.606|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for CONTEST 9 - BAI 19 C/C++ file: C:\Users\Do Hung Anh\Desktop\Rac\Dinhtru_DFS.cpp
200605 173839.621|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #11 TEAM1 @ site 1 -> SERVER0 @ site 1
200605 173839.621|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #11 TEAM1 @ site 1 -> SERVER0 @ site 1
200605 173840.077|INFO|Thread-31|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #15793 SERVER0 @ site 1 -> TEAM1 @ site 1
